name,brand,sku,category_hierarchy,url,price,unit_pack_size,availability,description,specifications,image_urls,alternative_products
GUM® TECHNIQUE® Enamel Clean,Safco Dental,LBABP,Toothbrushes,https://www.safcodental.com/product/gum-technique-enamel-clean,$14.49,,In Stock,"The GUM® TECHNIQUE® Enamel Clean, Compact, Soft Toothbrush has a unique QUAD-Grip® handle desgn tha helps you always hold the brush the way most dental professionals do - at 45 degrees.  Micro-feathering splits each bristle into several fine tips for 70% more enamel clean compared to an end rounded bristle.  ",{},"https://www.safcodental.com/media/catalog/product/l/b/lbabp.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Economy toothbrush,Safco Dental,LBAVI,Toothbrushes,https://www.safcodental.com/product/economy-toothbrush,$38.99,,In Stock,"The&nbsp;VC10 economy toothbrush has all the features of similar professional toothbrushes at half the price.&nbsp;

Oval head
Soft comfort grip handle
Soft end-rounded nylon bristles
Tuft count: 40
Individually cellophane wrapped
4 assorted colors: red, green, blue, and yellow
72 toothbrushes per box
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbavi.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Flair,Safco Dental,LBAUU,Toothbrushes,https://www.safcodental.com/product/flair,$34.49,,In Stock,"Flair is the Premium Series toothbrush with Angled bristles that helps remove more debris by making every brush stroke count. The contoured tip helps access hard-to-reach areas. Ridged soft grip handle with thumb rest encourages optimal brushing technique and control.

Cross-angled action Bristles
Built-in tongue cleaner
Contoured Power Point tip
Tuft count: 39
Adult size
Soft bristles
Individually cellophone wrapped
4 assorted colors per box: green, pink, yellow, and black
72 toothbrushes per box
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbauu.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
"Pearl Oral Care Curvation Soft Toothbrush,144/Box",Safco Dental,LBAVD,Toothbrushes,https://www.safcodental.com/product/curvation,$61.92,,In Stock,"The Curvation&nbsp;is an&nbsp;adult toothbrush&nbsp;with a&nbsp;full size head. What makes Curvation unique&nbsp;is its&nbsp;curved bristle pattern&nbsp;and&nbsp;wavy handle shape.&nbsp;
&bull; Soft bristles&bull; Ergonomic thumb grip&bull; 4 assorted colors: red, green, blue and purple&bull; 144 brushes per box&bull; 2 packaging options: cellophane or Deluxe-Pack",{},"https://www.safcodental.com/media/catalog/product/l/b/lbavd.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Perio Ultra-Soft,Safco Dental,LBAUV,Toothbrushes,https://www.safcodental.com/product/perio-ultra-soft,$61.99,,In Stock,"The perfect brush for perio and post-surgical patients. Gentle enough for chemo patients! The Ultra Soft bristles are .004 end-rounded nylon filament (compare to .007 or .008 standard bristles). Keep&nbsp; on hand for patients with gum sensitivities.&nbsp;&nbsp;

Perio and post-surgical use
Soft .004 nylon bristles
Tuft count: 34
Adult size
Ultra soft bristles
Individually cellophane wrapped
4 assorted pearlized colors per box: mint, sage green, lavender,&nbsp;and rose
72 toothbrushes per box
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbauv.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
GUM® TECHNIQUE® Sensitive Clean,Safco Dental,LBABS,Toothbrushes,https://www.safcodental.com/product/gum-technique-sensitive-clean,$14.49,,In Stock,"The GUM® TECHNIQUE® Sensitive Clean, Compact, &nbsp;Toothbrush has a unique QUAD-Grip® handle design that helps you always hold the brush the way most dental professionals do - at 45 degrees. &nbsp;For 6x better clean with ultrasoft bristles specially designed for sensitivity, extremely tapered bristles are very fine in diameter to be extra gentle on sensitive teeth and gums, while effectively cleaning below the gumline.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbabs.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
"Pearl Oral Care Encompass Soft Toothbrush, 144/Box",Safco Dental,LBAVC,Toothbrushes,https://www.safcodental.com/product/encompass,$61.92,,In Stock,"&lt;p&gt;The Encompass&amp;nbsp;is an&amp;nbsp;adult toothbrush&amp;nbsp;with a&amp;nbsp;full size head. It features a lush&amp;nbsp;circular bristle pattern&amp;nbsp;that assists with hitting&amp;nbsp;every tooth surface when brushing. Custom printed items arrive in 2-3 weeks and can not be returned.&lt;/p&gt;
&lt;p&gt;&amp;bull; Soft bristles&lt;br /&gt;&amp;bull; Ergonomic rubber grip handle&lt;br /&gt;&amp;bull; Flat bristle pattern&lt;br /&gt;&amp;bull; 4 assorted colors: red, green, blue and purple&lt;br /&gt;&amp;bull; 144 brushes per box&lt;br /&gt;&amp;bull; 2 packaging options: cellophane or Deluxe-Pack&lt;/p&gt;",{},"https://www.safcodental.com/media/catalog/product/l/b/lbavc.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Reach&reg; Waxed floss,Safco Dental,LBDSS,Dental Floss,https://www.safcodental.com/product/reach-reg-waxed-floss,$83.99,,In Stock,"Twisted nylon floss for regularly spaced teeth.&nbsp;Reach Mint waxed floss has been clinically proven to remove up to 52% more plaque&nbsp;than Glide1.
&nbsp;
1Plaque reduction after surrogate flossing.&nbsp;Data on File: McNeil-PPC, Inc. 2003.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbdss.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Reach&reg; Ultraclean&reg; floss,Safco Dental,LBDSN,Dental Floss,https://www.safcodental.com/product/reach-sup-reg-sup-ultraclean-sup-reg-sup-floss,$46.99,,In Stock,"Flexible Micro-Grooves&trade; run the entire length&nbsp;of the floss, providing multiple cleaning surfaces&nbsp;to easily grab and remove more plaque. Soft,&nbsp;stretchy consistency is easy on gums; it slides&nbsp;easily between interproximal contacts; it does&nbsp;not shred.
&nbsp;",{},"https://www.safcodental.com/media/catalog/product/l/b/lbdsn.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Reach&reg; Cool Mint&trade; floss,Safco Dental,LBDRV,Dental Floss,https://www.safcodental.com/product/reach-sup-reg-sup-cool-mint-sup-trade-sup-floss,$93.99,,In Stock,"Waxed floss combines superior between teeth&nbsp;cleaning with intensive bursts of mint flavor.
&nbsp;",{},"https://www.safcodental.com/media/catalog/product/l/b/lbdrv.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Reach&reg; Cleanburst&reg; floss,Safco Dental,LBDRU,Dental Floss,https://www.safcodental.com/product/reach-reg-cleanburst-reg-floss,$83.99,,In Stock,"Waxed floss combines superior between teeth cleaning with intensive bursts of cinnamon flavor that deliver a tingly, fresh mouth sensation.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbdru.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
OraBrite floss,Safco Dental,LBDXA,Dental Floss,https://www.safcodental.com/product/orabrite-floss,$48.99,,In Stock,"OraBrite unwaxed dental floss has a rougher surface designed to do a better job removing plaque. Shred-resistant nylon combines optimal strength and cleaning effectiveness with low friction.&nbsp;

Patient sized dipenser
12 yards unwaxed nylon floss
144 dispensers per box
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbdxa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Reach&reg; Pop Mint Floss,Safco Dental,LBDUB,Dental Floss,https://www.safcodental.com/product/reach-sup-reg-sup-pop-mint-floss,$118.99,,In Stock,&bull; Vegan-wax floss is shred-resistant and removes 2x more plaque than Teflon.&bull; Translucent packaging is made from sustainable materials and easily displays the remaining floss &nbsp; &nbsp;quantity.,{},"https://www.safcodental.com/media/catalog/product/l/b/lbdub.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Oral-B&reg; Super Floss,Safco Dental,LBDWH,Dental Floss,https://www.safcodental.com/product/oral-b-sup-reg-sup-super-floss,$100.99,,In Stock,"Ideal for patients with crowns, bridges, orthodontic appliances and implants. Easy insertion with the stiff end threader. The soft, spongy floss effectively cleans large interproximal areas.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbdwh.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Reach&reg; professional floss refills,Safco Dental,LBDTW,Dental Floss,https://www.safcodental.com/product/reach-reg-professional-floss-refills,$5.49,,In Stock,Professional size floss refill for easy chairside dispensing.,{},"https://www.safcodental.com/media/catalog/product/l/b/lbdtw.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
GUM&reg; Expanding floss,Safco Dental,LBDNV,Dental Floss,https://www.safcodental.com/product/gum-reg-expanding-floss,$70.99,,In Stock,Expands during use to provide more cleaning surface to grab plaque. Textured nylon fibers expand and fill interdental spaces even between the tightest contacts.,{},"https://www.safcodental.com/media/catalog/product/l/b/lbdnv.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
GUM&reg; Eez-Thru&reg; Floss,Safco Dental,LBDNR,Dental Floss,https://www.safcodental.com/product/gum-sup-reg-sup-eez-thru-sup-reg-sup-floss,$67.99,,Out of Stock,Made from a special PTFE material that slides easily between teeth without shredding or breaking. It is coated with a non-stick surface so that it easily slides between tightly spaced teeth and below the gumline to reach dental plaque.,{},"https://www.safcodental.com/media/catalog/product/l/b/lbdnr.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Waxed patient floss,Safco Dental,LBDWQ,Dental Floss,https://www.safcodental.com/product/waxed-patient-floss,$41.76,,In Stock,"Patient-sized waxed floss is strong, shred-resistant nylon that holds up to the wear and challenge of tight spaces. Light wax coating helps floss to slide between teeth. Flip top mini dispenser holds a full 12 Yards of floss. Choose from a variety of colors.

Patient sized floss
Shred resistant waxed nylon slides easily
No PFAS, PFOA or PFC chemicals
5 container colors available: green, purple, pink, orange, and white
144 quantity per box
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbdwq.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
EasyClean floss,Safco Dental,LBDWO,Dental Floss,https://www.safcodental.com/product/easyclean-floss,$45.99,,In Stock,"EasyClean floss glides between even the tightest teeth! It’s strong and smooth, guaranteed not to break or shred. Sensitive gums will appreciate the gentle yet effective cleaning action.

Waxed ribbon floss
4 meters per package
No PFOA, PFC or PFAS chemicals.
Flip-top container, 3.5cm H x 2.5cm W x 1.5cm D
144 containers per box
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbdwo.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Oral-B&reg; Complete Satin Floss,Safco Dental,LBDWB,Dental Floss,https://www.safcodental.com/product/oral-b-sup-reg-sup-complete-satin-floss,$87.49,,In Stock,Exceptional shred resistance and strength surrounded with a satin-like coating that is gentle on the gums and fingers. Mint flavor.,{},"https://www.safcodental.com/media/catalog/product/l/b/lbdwb.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Reach&reg; professional floss dispenser,Safco Dental,LBDVX,Dental Floss,https://www.safcodental.com/product/reach-reg-professional-floss-dispenser,$7.49,,In Stock,Professional size plastic floss dispenser for easy chairside use.,{},"https://www.safcodental.com/media/catalog/product/l/b/lbdvx.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Waxed dental floss,Safco Dental,LBDWN,Dental Floss,https://www.safcodental.com/product/waxed-dental-floss-lbdwn,$45.99,,In Stock,"This floss slides easily through tight spaces with no shredding or breakage. Plus, our trial size container holds a full 18 yards of floss compared to the 12 yards of others. Patients enjoy the refreshing mint flavor.

Trial sized -- 18 Yards
No-shred floss
No PFAS, PFOA or PFC chemicals
Ovaloid flip top container -- 5cm H x 4cm W x 1.5cm D
144&nbsp;containers&nbsp;per box
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbdwn.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Young® Core Disposable Prophy Angles,Safco Dental,LBUPZ,Disposable Prophy Angles,https://www.safcodental.com/product/young-core,$53.49,,In Stock,"Young® Core Disposable Prophy Angle are used during prophylaxis procedures to remove extrinsic stains, smooth teeth and reduce biofilm providing cost effective performance from the leader in prophy angle technology. The Young Core line features a slim body and reliable design that saves on plastic while maintaining premium feel and durability. The Young Core line also features Young’s signature screw-on cup technology providing superior clinical outcomes for your patients.
The Core Elite Flex features a more flexible cup, for users who like a cup that flexes with the contour of the tooth.
The Contra angle delivers an angled neck for contouring catered to the user's preference.
Made in the USA.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbupz.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Young® Select Disposable Prophy Angles,Safco Dental,LBUQA,Disposable Prophy Angles,https://www.safcodental.com/product/young-select,$35.29,,In Stock,"Young® Select Disposable Prophy Angle are used during prophylaxis procedures to remove extrinsic stains, smooth teeth and reduce biofilm providing cost effective performance from the leader in prophy angle technology. Young Select features a slim body design and snap-on cup technology to provide superior clinical outcomes for your patients. Made in the USA.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbuqa.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Zooby&reg; Disposable Prophy Angles,Safco Dental,LBUZJ,Disposable Prophy Angles,https://www.safcodental.com/product/zooby-sup-reg-sup-prophy-angles,$82.99,,In Stock,"
Previously distributed by Denticator.
Kids will love picking their favorite animal character. These child-friendly latex-free prophy angles come in an assortment of five zoo favorites: penguins, zebras, tigers, cheetahs, and pink flamingos. Soft, webbed cup. Fits all slow-speed handpieces.
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbuzj.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Young Contra Disposable Prophy Angles,Safco Dental,LBUPY,Disposable Prophy Angles,https://www.safcodental.com/product/young-contra,$221.99,,In Stock,Prophy angles feature a contra bend in the neck that allows your arm to stay in a more relaxed position.,{},"https://www.safcodental.com/media/catalog/product/l/b/lbupy.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Young&reg; Classic Disposable Prophy Angles,Safco Dental,LBUOX,Disposable Prophy Angles,https://www.safcodental.com/product/young-classic,$197.49,,In Stock,"Each Young disposable prophy angle is lubricated for a reliable, smooth, vibration-free operation.Unlike other brands, Young disposable prophy angles use screw type prophy cups (all other brands use snap-on) to provide a secure fit, smoother rotation, and less quiver.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbuox.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Twist&reg;,Safco Dental,LBULU,Disposable Prophy Angles,https://www.safcodental.com/product/twist-reg,$88.99,,In Stock,"Prophy angle reciprocates 90&deg;&nbsp;back and forth. Does not rotate, does not build up heat, does not splatter prophy paste.&nbsp;Not made with natural rubber latex.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbulu.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Young Splatter Guard Disposable Prophy Angles,Safco Dental,LBUQR,Disposable Prophy Angles,https://www.safcodental.com/product/young-splatter-guard,$154.49,,In Stock,"Disposable prophy angles with an innovative new Splatter Guard wiper device engineered to significantly reduce splatter by decreasing the buildup of paste and saliva on the prophy cup.
These prophy angles feature webbed cups and a rounded head for greater clearance and maneuverability in the mouth, plus a slimmer neck design for superior visibility and access. Not made with natural rubber latex.
&nbsp;
""The splatter Guard is my favorite prophy cup, EVER. I feel that I can remove more bacteria without using a higher grit paste or applying too much pressure to the tooth. I wear black overcoats and it typically highlights the splatter. There is no splatter on my shield or overcoat ""
Amber Auger, RDH, MHPAmber is a national speaker, writer and blogger for RDH Magazine and the host of #AskAmberRDH, a weekly Facebook live event.
&nbsp;
Click here to see a Safer Way to Polish.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbuqr.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Vera by Young&trade; Contra Disposable Prophy Angles,Safco Dental,LBUND,Disposable Prophy Angles,https://www.safcodental.com/product/vera-by-young-trade-contra,$142.99,,In Stock,"All the unique benefits of the&nbsp;original Vera by Young&trade;&nbsp;prophy angle, but with&nbsp;a 17&deg; back bend for&nbsp;improved comfort while&nbsp;polishing. The compact prophy angle head and slim&nbsp;neck are designed to deliver better maneuverability in the&nbsp;mouth during polishing.
Contra elite original&trade; latex-freeSpiral ridges on the inside and outside of the cup&nbsp;provide exceptional stain removal, allow better&nbsp;interproximal cleaning, and reduce splatter.
Contra petite web&trade; latex-freeUltra-short, 4-webbed cup design for heavy&nbsp;stain and biofilm removal.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbund.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Young Slim Disposable Prophy Angles,Safco Dental,LBUQE,Disposable Prophy Angles,https://www.safcodental.com/product/young-slim,$226.49,,In Stock,"Shorter in length to offer more room to maneuver within tight spaces. Narrow neck and smaller, rounded head design helps improve patient comfort and creates greater visibility for the clinician.

The&nbsp;Elite Original&trade; latex-free cup features outer ridges/spirals designed for&nbsp;enhanced stain removal and better&nbsp;interproximal cleaning.
The&nbsp;Petite Web&trade; latex-free cup is short and soft for great flex and flare.
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbuqe.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Young Classic Pointed Polisher,Safco Dental,LBUOY,Disposable Prophy Angles,https://www.safcodental.com/product/young-classic-pointed-polisher,$146.49,,In Stock,Features a unique pointed tip with outer ridges to remove tough stains. Flexible enough to polish around the brackets and under the wires of orthodontic appliances without damaging tissues. Latex-free.&nbsp;,{},"https://www.safcodental.com/media/catalog/product/l/b/lbuoy.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Vera&reg; Splatter Guard Elite&trade; Disposable Prophy Angles,Safco Dental,LBUQS,Disposable Prophy Angles,https://www.safcodental.com/product/vera-sup-reg-sup-splatter-guard-elite-trade,$135.99,,In Stock,"Disposable prophy angles with an innovative new Splatter Guard wiper device engineered to significantly reduce splatter by decreasing the buildup of paste and saliva on the prophy cup.
The spiral ridges on the inside and outside of these latex-free Elite-style cups provide exceptional stain removal and better interproximal cleaning. The prophy angle body features a rounded head for greater clearance and maneuverability in the mouth, plus a slimmer neck design for superior visibility and access.
&nbsp;
""The splatter Guard is my favorite prophy cup, EVER. I feel that I can remove more bacteria without using a higher grit paste or applying too much pressure to the tooth. I wear black overcoats and it typically highlights the splatter. There is no splatter on my shield or overcoat ""
Amber Auger, RDH, MHPAmber is a national speaker, writer and blogger for RDH Magazine and the host of #AskAmberRDH, a weekly Facebook live event.&nbsp;
&nbsp;
Click here to see a Safer Way to Polish.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbuqs.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Twist&reg; Plus,Safco Dental,LBULV,Disposable Prophy Angles,https://www.safcodental.com/product/twist-reg-plus,$100.49,,In Stock,120&deg; oscillating (back-and-forth) motion allows for continuous contact polishing and reduces splatter. The smaller head design improves visibility and increases maneuverability. Not made with natural rubber latex.,{},"https://www.safcodental.com/media/catalog/product/l/b/lbulv.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Unipack prophy angle,Safco Dental,LBUMQ,Disposable Prophy Angles,https://www.safcodental.com/product/unipack-prophy-angle,$37.49,,In Stock,"New and improved design.
Smaller head and cup size&nbsp;provide better access and&nbsp;visibility. New beveled gears&nbsp;run with less vibration and&nbsp;reduced heat. Latex-free&nbsp;ribbed/webbed cup.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbumq.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Upgrade&reg; (new),Safco Dental,LBUMW,Disposable Prophy Angles,https://www.safcodental.com/product/upgrade-reg-new,$165.99,,In Stock,"Designed for those seeking a traditional prophy angle feel, this new angle is perfect for everyday use:

90&deg; angle body has a smooth matte finish, with a raised swirl pattern for a secure grip.
Prophy cups are both webbed and ribbed for a familiar flare.
The soft cup features a 10% softer material than the original Upgrade.
Not made with natural rubber latex.
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbumw.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Vera by Young&trade; Disposable Prophy Angles,Safco Dental,LBUNC,Disposable Prophy Angles,https://www.safcodental.com/product/vera-by-young-trade,$147.99,,In Stock,"Young&rsquo;s innovative latex-free&nbsp;prophy angle design addresses&nbsp;common polishing difficulties&nbsp;for hygienists and patients.Vera stands for Visibility, Ergonomics,&nbsp;Reach and Access, offering:

A slim neck diameter for improved visibility
Ergonomic design for improved patient &amp; clinician comfort&nbsp;
A rounded head for improved maneuverability
An enhanced grip

Classic elite originalTM&nbsp;-&nbsp;Spiral ridges on the inside and outside of the cup provide&nbsp;exceptional stain removal, allow better interproximal cleaning, and reduce splatter.
Classic petite webTM&nbsp;-&nbsp;Ultra-short, 4-webbed cup design for&nbsp;heavy stain and biofilm removal.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbunc.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Nupro&reg; prophy paste cups,Safco Dental,LBZMQ,Prophy paste,https://www.safcodental.com/product/nupro-reg-prophy-paste-cups,$72.99,,In Stock,A blend of polishing and cleaning agents&nbsp;containing 1.23% fluoride ion provide&nbsp;excellent stain removal. Unique splatter&nbsp;free formula rinses easily and completely. Gluten-free.,{},"https://www.safcodental.com/media/catalog/product/l/b/lbzmq.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
MI Paste&reg; One Perio,Safco Dental,LBPMN,Remineralization Toothpaste,https://www.safcodental.com/product/p-mi-paste-sup-reg-sup-one-perio-p,$177.49,,In Stock,"Two-in-one application (toothpaste and treatment) containing RECALDENT&trade; (CPP-ACP) and stannous fluoride. MI Paste One Perio offers a simple, single step for both treatment and cleaning. Used as a replacement for your current toothpaste, it gives you the same power of MI Paste Plus&reg; but in a single application with the anti-gingivitis benefit of stannous fluoride. Mint flavored.

Hypersensitivity
Tooth erosion and wear
Sensitivity from whitening
Preventing caries and white spot lesions
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbpmn.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
Enamelon&reg;,Safco Dental,LBPEJ,Remineralization Toothpaste,https://www.safcodental.com/product/enamelon-reg,$17.99,,In Stock,"Treats sensitivity, helps prevent cavities, and relieves the discomfort of dry mouth tissues.*
Relieves sensitivity - Enamelon contains stannous fluoride along with calcium and phosphate ions that block exposed tubules, creating a physical barrier to prevent external stimuli from causing pain or discomfort.
More protection with less fluoride - Enamelon provides more than twice the fluoride uptake of 5000 ppm toothpastes, yet with only 1000 ppm fluoride.
Immediate and long-lasting moisturization and lubrication &ndash; Proprietary copolymers provide a long-lasting coating that lubricate and soothe the soft tissues of the mouth. Enamelon is the only over-the-counter (OTC) stannous fluoride preventive treatment gel that has been shown in a clinical trial to help reduce many sensory symptoms of dry mouth.**
Enamelon contains no sodium lauryl sulfate (SLS), and is abrasive-free, gluten-free and dye-free. Great tasting clean mint flavor.
*Data on file at Premier**Milleman J.L., Milleman K.R., Santos S.L., Proskin H.M., Battershell K.K., DiMarino J.C.A. Subjective&nbsp;assessment of Enamelon&reg; Preventive Treatment Gel in A Self-reported Dry-Mouth Population. Compend Contin&nbsp;Educ Dent. 2016;37(8):E6-E10.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbpej.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
MI Paste&trade; Plus (with fluoride),Safco Dental,LBPMO,Remineralization Toothpaste,https://www.safcodental.com/product/mi-paste-trade-plus-with-fluoride,$175.49,,In Stock,"Sugar-free topical paste containing a special blend of polishing, cleaning and dentin tubule sealing agents. The active ingredient Recaldent&trade; (CPP-ACP) binds bio-available calcium and phosphate ions to tooth surfaces, plaque and surrounding soft tissue. Under acidic conditions,&nbsp;Recaldent&trade; buffers plaque acid and reduces sensitivity. For use in the dental office or at home to combat demineralization and assist in caries prevention. Contains Xylitol.&nbsp; Contains 900 ppm fluoride ions (0.2% sodium fluoride);&nbsp;for children 6 years of age and older.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbpmo.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
3M&trade; Clinpro&trade; Tooth Cr&egrave;me,Safco Dental,LBPBY,Remineralization Toothpaste,https://www.safcodental.com/product/3m-trade-clinpro-trade-tooth-cr-egrave-me,$12.99,,In Stock,"Non-prescription anti-cavity toothpaste formulated with 0.21% sodium fluoride and functionalized tri-calcium phosphate (fTCP) to help strengthen teeth and reverse white spot lesions.&nbsp;

Perfect for patients at moderate or high risk of dental cavities.
Cleans and whitens teeth with low abrasion.
Replaces conventional toothpaste regimen.
Vanilla mint flavor.
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbpby.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
ProMin&trade;&nbsp;Desensitizing Paste,Safco Dental,LBPNV,Remineralization Toothpaste,https://www.safcodental.com/product/promin-sup-trade-sup-nbsp-desensitizing-paste,$160.59,,In Stock,"Contains Calcium Phosphate Ionic Clusters (CPICs), an advanced technology that directly delivers calcium and phosphate ions to the tooth surface. CPICs are engineered to enhance the remineralization process by forming new hydroxyapatite crystals, the natural mineral structure of teeth. This innovative technology mimics the body's natural mineralization processes, providing a more efficient mineral source than traditional technologies.
ProMin&nbsp;F works synergistically with fluoride to strengthen enamel and increase resistance to acid attacks from plaque and dietary sources. The formation of fluorapatite, a more acid-resistant form of hydroxyapatite, is key to this process.
Ideal for patients with poor saliva flow,&nbsp;ProMin&nbsp;F supplies the necessary calcium, phosphate, and fluoride to enhance enamel strength and health. This makes it suitable for a variety of patients, including those with orthodontic appliances, xerostomia (dry mouth), or those experiencing dental sensitivity.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbpnv.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
3M&trade; Clinpro&trade; 5000 Toothpaste,Safco Dental,LBPBT,Remineralization Toothpaste,https://www.safcodental.com/product/3m-trade-clinpro-trade-5000-toothpaste,$16.99,,In Stock,"Prescription-strength 1.1% sodium fluoride dentifrice with tri-calcium phosphate (TCP). Aids in caries prevention, helps strengthen enamel and helps reverse white spot lesions. Provides gentle, yet effective cleaning with a fluoride dosage that is almost 5 times the strength of OTC brands.

Clinically proven extra-strength toothpaste.
Strengthens teeth.
Remineralizes lesions throughout - not just on the surface.
Releases a high level of fluoride plus calcium and phosphate&mdash;components found naturally in saliva.
Low abrasion, gentle whitening.
Replaces conventional toothpaste regimen.
",{},"https://www.safcodental.com/media/catalog/product/l/b/lbpbt.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
MI Paste&trade; (without fluoride),Safco Dental,LBPMK,Remineralization Toothpaste,https://www.safcodental.com/product/mi-paste-trade-without-fluoride,$175.49,,In Stock,"
Sugar-free topical paste containing a special blend of polishing, cleaning and dentin tubule sealing agents. The active ingredient Recaldent&trade; (CPP-ACP) binds bio-available calcium and phosphate ions to tooth surfaces, plaque and surrounding soft tissue. Under acidic conditions,&nbsp;Recaldent&trade; buffers plaque acid and reduces sensitivity.&nbsp;For use in the dental office or at home to combat demineralization and assist in caries prevention.&nbsp;Contains Xylitol.

Does&nbsp;not contain fluoride; for children under 6 years of age.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbpmk.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
MI Paste&reg; ONE,Safco Dental,LBPMM,Remineralization Toothpaste,https://www.safcodental.com/product/mi-paste-reg-one,$177.49,,In Stock,"Two-in-one application (toothpaste and MI Paste Plus) containing Recaldent&trade; and fluoride. This product presents another way to treat sensitivity and prevent white spot lesions. Available in two formulations, one for adults and one for children.",{},"https://www.safcodental.com/media/catalog/product/l/b/lbpmm.jpg?width=265&height=265&canvas=265,265&optimize=medium&fit=bounds",
